,Unnamed: 0,MPO,SURVEY,SAMPN,DAY,CTFIP,HHVEH,HHSIZ,INCOM,HHWRK,WGTHH,Weight2,IncomeBracket,Autos,Workers,HouseholdSize
0,0,1,2,4000001,7,17043,2,3,6,2,517.4658823,216.649,60k-100k,2,2,3
1,1,1,1,4000064,2,17031,3,3,7,2,163.0728103,242.54972,100k+,3,2,3
2,2,1,1,4000066,2,17031,1,1,3,1,175.6756967,96.58105,35k-60k,1,1,1
3,3,1,2,4000136,1,17031,2,2,5,2,107.01199640000002,92.530365,60k-100k,2,2,2
4,4,1,2,4000154,2,17089,2,1,6,1,242.0904284,56.63644,60k-100k,2,1,1
5,5,1,2,4000158,1,17197,2,2,4,1,265.7702829,81.20456,35k-60k,2,1,2
6,6,1,1,4000160,1,17031,2,2,6,2,129.2565951,98.31679,60k-100k,2,2,2
7,7,1,2,4000176,3,17031,2,2,6,2,189.2740289,106.04711,60k-100k,2,2,2
8,8,1,2,4000193,1,17031,1,1,2,0,172.52229309999996,94.936405,0-35k,1,0,1
9,9,1,1,4000218,1,17043,2,2,7,0,245.6051379,51.50026,100k+,2,0,2
10,10,1,1,4000228,1,17043,2,2,7,1,262.48955240000004,75.72368,100k+,2,1,2
11,11,1,2,4000230,7,17031,2,2,7,2,189.2740289,70.49215,100k+,2,2,2
12,12,1,1,4000239,4,17031,2,2,3,0,185.8008404,144.0979,35k-60k,2,0,2
13,13,1,2,4000260,3,17043,2,2,9,0,245.6051379,72.992775,0-35k,2,0,2
14,14,1,1,4000301,4,17097,3,5,7,5,333.6534976000001,394.9462,100k+,3,3+,4+
15,15,1,1,4000306,5,17197,3,3,6,1,133.1271947,301.56925,60k-100k,3,1,3
16,16,1,1,4000338,1,17031,2,2,7,2,417.1952154,378.34109,100k+,2,2,2
17,17,1,1,4000414,1,17031,1,2,7,2,218.58216580000004,56.01764,100k+,1,2,2
18,18,1,1,4000424,3,17111,2,3,6,2,300.87348849999995,253.26638,60k-100k,2,2,3
19,19,1,2,4000431,1,17097,1,1,5,1,160.4011768,53.98476,60k-100k,1,1,1
20,20,1,2,4000436,7,17031,2,2,6,2,99.98000304,43.62352,60k-100k,2,2,2
21,21,1,2,4000437,2,17111,1,1,3,0,246.1761231,77.519205,35k-60k,1,0,1
22,22,1,1,4000447,3,17043,3,2,5,2,91.94929434,106.28658,60k-100k,3,2,2
23,23,1,2,4000458,3,17031,1,2,7,2,219.2311267,177.61736499999995,100k+,1,2,2
24,24,1,1,4000467,3,17043,2,2,6,2,202.4996827,185.06073,60k-100k,2,2,2
25,25,1,2,4000520,5,17031,1,2,1,0,294.1857924,97.643485,0-35k,1,0,2
26,26,1,2,4000523,5,17031,1,1,7,1,380.5563817,163.538795,100k+,1,1,1
27,27,1,1,4000528,1,17093,4,3,7,2,258.3879941,83.24117,100k+,4+,2,3
28,28,1,2,4000548,1,17031,0,1,2,0,109.9440216,173.003275,0-35k,0,0,1
29,29,1,2,4000552,2,17097,1,2,9,1,147.265748,108.631365,0-35k,1,1,2
30,30,1,1,4000577,4,17031,2,1,7,1,135.83342969999998,70.61971,100k+,2,1,1
31,31,1,2,4000647,3,17197,2,2,7,2,172.9952986,183.98935,100k+,2,2,2
32,32,1,2,4000663,1,17031,3,2,2,2,103.3412402,204.162645,0-35k,3,2,2
33,33,1,2,4000680,1,17031,3,5,6,4,587.8287633,249.15766,60k-100k,3,3+,4+
34,34,1,2,4000695,7,17031,2,2,9,2,107.01199640000002,28.00882,0-35k,2,2,2
35,35,1,1,4000698,3,17031,2,2,7,1,90.19136903,81.4936,100k+,2,1,2
36,36,1,1,4000701,1,17031,1,4,6,1,253.348286,229.45971,60k-100k,1,1,4+
37,37,1,2,4000709,4,17043,2,4,7,1,354.6484933000001,173.170795,100k+,2,1,4+
38,38,1,2,4000717,3,17031,2,4,5,3,604.8508432,183.47816,60k-100k,2,3+,4+
39,39,1,2,4000719,1,17031,3,3,6,0,174.656053,85.262385,60k-100k,3,0,3
40,40,1,2,4000762,7,17043,1,1,2,0,251.2491244,112.781415,0-35k,1,0,1
41,41,1,2,4000764,2,17031,2,2,9,2,189.2740289,66.743625,0-35k,2,2,2
42,42,1,1,4000798,1,17031,1,2,9,1,88.47163009,38.0707,0-35k,1,1,2
43,43,1,2,4000820,2,17097,2,2,6,2,115.4136032,76.46882,60k-100k,2,2,2
44,44,1,1,4000832,2,17043,2,5,7,2,479.3576225,597.7756099999998,100k+,2,2,4+
45,45,1,2,4000850,1,17031,1,2,7,2,101.9224394,56.946555,100k+,1,2,2
46,46,1,1,4000866,4,17089,2,4,6,2,497.0417025,566.7794200000002,60k-100k,2,2,4+
47,47,1,1,4000890,1,17197,2,7,7,2,397.680372,391.59857,100k+,2,2,4+
48,48,1,2,4000900,4,17031,1,1,9,0,169.58959840000003,134.52012,0-35k,1,0,1
49,49,1,2,4000912,5,17031,2,6,7,3,715.8976167000002,210.22831,100k+,2,3+,4+
50,50,1,2,4000918,1,17031,1,1,4,1,72.91739823,68.98853000000001,35k-60k,1,1,1
51,51,1,1,4000943,3,17031,3,3,7,3,766.6647009,128.68157,100k+,3,3+,3
52,52,1,1,4000945,4,17097,1,1,7,1,107.77239009999998,51.22569,100k+,1,1,1
53,53,1,2,4000966,5,17111,3,6,7,4,654.8681842999998,183.27045,100k+,3,3+,4+
54,54,1,1,4000982,2,17031,1,1,2,1,162.85480669999995,139.98264,0-35k,1,1,1
55,55,1,2,4001025,3,17031,2,3,7,2,119.3348105,112.944115,100k+,2,2,3
56,56,1,2,4001041,7,17031,1,2,4,2,87.46377446,139.24678,35k-60k,1,2,2
57,57,1,2,4001049,3,17089,1,2,9,0,175.1060387,75.952865,0-35k,1,0,2
58,58,1,2,4001051,4,17031,1,1,4,0,185.627324,98.498835,35k-60k,1,0,1
59,59,1,2,4001066,2,17043,2,2,6,2,670.0275584999998,747.95135,60k-100k,2,2,2
60,60,1,1,4001149,2,17031,2,2,6,2,189.2740289,212.09422,60k-100k,2,2,2
61,61,1,1,4001185,3,17031,1,2,3,0,159.404695,118.52324,35k-60k,1,0,2
62,62,1,1,4001198,2,17197,2,2,7,2,79.79845835,71.33957,100k+,2,2,2
63,63,1,2,4001210,3,17043,4,3,7,2,290.5424677,164.66001,100k+,4+,2,3
64,64,1,2,4001224,5,17031,1,1,9,1,134.6890908,96.82798,0-35k,1,1,1
65,65,1,2,4001352,2,17031,0,1,1,1,1373.401129,134.52012,0-35k,0,1,1
66,66,1,1,4001358,2,17031,0,2,6,2,150.0194988,164.38016000000005,60k-100k,0,2,2
67,67,1,1,4001389,1,17031,2,2,6,2,109.4772785,194.47545,60k-100k,2,2,2
68,68,1,2,4001399,7,17043,1,1,6,1,257.3951802,59.973175,60k-100k,1,1,1
69,69,1,1,4001412,3,17097,3,2,4,1,174.0951091,505.74915,35k-60k,3,1,2
70,70,1,1,4001447,2,17031,2,2,4,2,129.2565951,194.23653,35k-60k,2,2,2
71,71,1,1,4001463,1,17089,2,4,7,2,497.0417025,430.77013,100k+,2,2,4+
72,72,1,1,4001489,1,17043,3,3,7,3,291.6930720000001,329.32002,100k+,3,3+,3
73,73,1,2,4001507,4,17031,2,2,6,2,135.77898530000002,55.200185,60k-100k,2,2,2
74,74,1,2,4001548,4,17043,2,2,6,2,202.4996827,92.530365,60k-100k,2,2,2
75,75,1,2,4001572,5,17031,1,1,3,1,380.5563817,503.83353,35k-60k,1,1,1
76,76,1,2,4001582,1,17031,0,1,3,1,301.7393243,41.87051,35k-60k,0,1,1
77,77,1,1,4001602,2,17031,0,2,2,2,553.7002284,311.658,0-35k,0,2,2
78,78,1,2,4001614,7,17031,3,3,4,1,102.6613973,163.08494,35k-60k,3,1,3
79,79,1,2,4001630,3,17031,2,2,7,2,107.01199640000002,44.48674000000001,100k+,2,2,2
80,80,1,2,4001639,7,17031,2,2,4,2,44.80465613,61.737155,35k-60k,2,2,2
81,81,1,1,4001654,2,17097,2,3,4,2,200.1707384,659.70784,35k-60k,2,2,3
82,82,1,2,4001664,4,17089,3,2,7,2,112.672105,47.0915,100k+,3,2,2
83,83,1,1,4001682,4,17031,3,3,7,2,163.0728103,242.54972,100k+,3,2,3
84,84,1,2,4001708,2,17097,2,2,5,2,474.6142721,1065.89423,60k-100k,2,2,2
85,85,1,2,4001739,1,17031,2,2,2,0,236.4499462,150.148425,0-35k,2,0,2
86,86,1,1,4001767,2,17089,2,2,7,2,112.672105,94.183,100k+,2,2,2
87,87,1,1,4001817,5,17089,1,2,3,0,313.5397346000001,421.3391,35k-60k,1,0,2
88,88,1,1,4001834,3,17031,1,1,2,0,231.091056,426.79675,0-35k,1,0,1
89,89,1,1,4001905,3,17097,2,2,5,2,115.4136032,152.93764,60k-100k,2,2,2
90,90,1,1,4001931,1,17031,0,1,2,0,127.3717788,269.04024,0-35k,0,0,1
91,91,1,1,4001956,2,17089,3,3,7,2,278.4984836,70.77928,100k+,3,2,3
92,92,1,2,4001977,3,17031,1,1,6,1,135.83342969999998,44.03146,60k-100k,1,1,1
93,93,1,2,4001985,5,17031,3,2,5,1,327.1004717,55.200185,60k-100k,3,1,2
94,94,1,2,4002057,2,17031,0,2,2,1,293.4429685,114.51591,0-35k,0,1,2
95,95,1,1,4002061,3,17093,6,4,7,3,250.5032122,98.0546,100k+,4+,3+,4+
96,96,1,2,4002064,2,17031,3,2,6,1,528.5302705,63.46583,60k-100k,3,1,2
97,97,1,1,4002091,3,17043,1,1,9,1,257.3951802,113.27288,0-35k,1,1,1
98,98,1,1,4002112,1,17097,1,1,2,1,160.4011768,278.23283,0-35k,1,1,1
99,99,1,1,4002169,4,17031,2,2,4,0,153.4410104,145.98555,35k-60k,2,0,2
100,100,1,2,4002172,2,17097,2,3,7,2,270.4597316,108.98584,100k+,2,2,3
101,101,1,2,4002208,5,17031,1,3,7,2,159.9633923,84.10175500000003,100k+,1,2,3
102,102,1,1,4002210,4,17031,2,1,5,1,134.6890908,64.84555999999999,60k-100k,2,1,1
103,103,1,1,4002223,5,17043,1,1,4,1,121.9279256,158.37018,35k-60k,1,1,1
104,104,1,2,4002256,1,17043,2,2,7,2,202.4996827,47.0915,100k+,2,2,2
105,105,1,1,4002281,3,17031,1,3,7,1,152.25618219999996,173.93561,100k+,1,1,3
106,106,1,1,4002287,2,17031,0,1,2,1,389.10256989999993,1726.0027899999998,0-35k,0,1,1
107,107,1,2,4002294,3,17097,3,2,7,2,115.4136032,43.5486,100k+,3,2,2
108,108,1,1,4002313,2,17097,1,1,1,0,146.5048544,231.79551,0-35k,1,0,1
109,109,1,2,4002325,1,17097,2,2,6,2,115.4136032,76.46882,60k-100k,2,2,2
110,110,1,1,4002369,2,17043,1,1,9,0,251.2491244,225.56283,0-35k,1,0,1
111,111,1,1,4002457,1,17031,1,1,5,0,176.729531,81.44063,60k-100k,1,0,1
112,112,1,1,4002458,4,17197,2,3,5,2,305.9905329,433.298,60k-100k,2,2,3
113,113,1,2,4002460,3,17089,2,2,7,0,364.5655172,23.289195,100k+,2,0,2
114,114,1,1,4002475,1,17097,3,3,5,3,126.026177,321.61198,60k-100k,3,3+,3
115,115,1,2,4002487,2,17031,0,1,9,0,276.685331,112.781415,0-35k,0,0,1
116,116,1,1,4002514,1,17031,1,2,6,2,248.80698340000004,133.48725,60k-100k,1,2,2
117,117,1,2,4002541,1,17031,2,2,7,1,169.2074882,28.574675,100k+,2,1,2
118,118,1,2,4002543,1,17197,2,1,4,1,260.142492,100.096795,35k-60k,2,1,1
119,119,1,1,4002569,1,17043,2,4,3,2,273.596441,665.41073,35k-60k,2,2,4+
120,120,1,2,4002591,7,17197,2,2,6,2,172.9952986,60.75608,60k-100k,2,2,2
121,121,1,2,4002594,1,17097,2,2,4,2,115.4136032,131.803125,35k-60k,2,2,2
122,122,1,2,4002595,3,17031,2,3,7,3,413.1682413,123.82885,100k+,2,3+,3
123,123,1,1,4002669,3,17031,3,4,5,1,334.73533210000005,482.31125,60k-100k,3,1,4+
124,124,1,1,4002722,4,17031,2,1,5,1,116.7729241,88.06291999999998,60k-100k,2,1,1
125,125,1,1,4002740,2,17043,2,2,7,1,119.1889725,79.6726,100k+,2,1,2
126,126,1,1,4002754,1,17111,3,3,6,2,300.87348849999995,382.74577,60k-100k,3,2,3
127,127,1,2,4002762,1,17197,2,4,6,2,320.3529041000001,283.3897100000001,60k-100k,2,2,4+
128,128,1,2,4002781,1,17043,2,2,4,2,202.4996827,140.40479,35k-60k,2,2,2
129,129,1,2,4002786,4,17197,2,4,6,2,282.5034776,295.72027,60k-100k,2,2,4+
130,130,1,1,4002799,4,17031,0,1,1,0,513.944231,193.65596,0-35k,0,0,1
131,131,1,2,4002804,7,17031,2,4,6,2,386.7230042,230.89456,60k-100k,2,2,4+
132,132,1,2,4002808,3,17043,1,2,9,0,245.3267676,75.952865,0-35k,1,0,2
133,133,1,1,4002817,3,17031,4,3,6,2,50.99943213,371.64114,60k-100k,4+,2,3
134,134,1,1,4002831,2,17031,2,2,5,1,90.19136903,83.81981,60k-100k,2,1,2
135,135,1,2,4002835,4,17031,2,2,7,2,103.3412402,43.40649000000001,100k+,2,2,2
136,136,1,1,4002854,1,17043,5,3,4,3,291.6930720000001,706.31282,35k-60k,4+,3+,3
137,137,1,2,4002859,2,17097,1,1,2,1,107.77239009999998,60.631655,0-35k,1,1,1
138,138,1,2,4002883,1,17031,3,2,3,2,107.01199640000002,58.729375,35k-60k,3,2,2
139,139,1,2,4002917,1,17031,2,2,5,2,99.98000304,113.65583,60k-100k,2,2,2
140,140,1,2,4002964,4,17031,2,5,7,3,485.3598783,162.649685,100k+,2,3+,4+
141,141,1,1,4002998,1,17031,2,2,9,2,129.2565951,119.58606,0-35k,2,2,2
142,142,1,1,4003012,4,17031,1,1,3,1,116.7729241,149.19651000000005,35k-60k,1,1,1
143,143,1,2,4003075,2,17197,2,2,6,1,381.7465136,63.46583,60k-100k,2,1,2
144,144,1,1,4003093,3,17197,1,1,3,1,890.0955962999999,184.64464,35k-60k,1,1,1
145,145,1,2,4003108,3,17031,2,2,5,1,123.126697,32.05814,60k-100k,2,1,2
146,146,1,2,4003113,4,17031,1,1,3,0,209.035487,41.87051,35k-60k,1,0,1
147,147,1,2,4003121,1,17031,3,2,7,2,129.2565951,28.227840000000004,100k+,3,2,2
148,148,1,2,4003139,4,17031,1,1,1,0,172.52229309999996,94.936405,0-35k,1,0,1
149,149,1,2,4003146,4,17093,0,1,1,0,525.125993,724.18335,0-35k,0,0,1
150,150,1,1,4003147,3,17089,2,2,5,2,112.672105,123.91991000000002,60k-100k,2,2,2
151,151,1,1,4003148,1,17097,2,4,4,2,201.5962371,810.7126099999998,35k-60k,2,2,4+
152,152,1,1,4003160,1,17111,3,2,7,2,236.1805419,92.52899,100k+,3,2,2
153,153,1,2,4003169,1,17031,2,2,9,2,107.01199640000002,45.756555,0-35k,2,2,2
154,154,1,2,4003170,3,17031,2,2,7,2,107.01199640000002,44.48674000000001,100k+,2,2,2
155,155,1,2,4003184,1,17031,1,1,9,1,210.604859,56.79329499999999,0-35k,1,1,1
156,156,1,1,4003201,1,17197,2,3,7,2,305.9905329,396.1589,100k+,2,2,3
157,157,1,2,4003220,5,17093,2,2,9,2,236.1805419,47.0915,0-35k,2,2,2
158,158,1,2,4003222,3,17031,0,1,3,1,135.01948869999998,74.59825500000002,35k-60k,0,1,1
159,159,1,2,4003271,7,17031,1,4,7,1,198.4976139,63.67477,100k+,1,1,4+
160,160,1,2,4003294,5,17093,1,1,1,1,292.6723257,1122.282845,0-35k,1,1,1
161,161,1,2,4003303,4,17031,3,2,7,2,107.01199640000002,43.5486,100k+,3,2,2
162,162,1,2,4003310,1,17031,2,3,7,2,163.0728103,84.10175500000003,100k+,2,2,3
163,163,1,1,4003331,2,17031,2,4,6,2,159.7824231,307.8927700000001,60k-100k,2,2,4+
164,164,1,1,4003343,1,17031,3,4,7,0,269.33293480000003,135.90881000000002,100k+,3,0,4+
165,165,1,2,4003347,5,17031,2,4,5,1,183.3471157,113.13243,60k-100k,2,1,4+
166,166,1,1,4003368,2,17031,2,3,2,0,402.7513243,445.12522,0-35k,2,0,3
167,167,1,1,4003370,2,17089,2,4,6,2,168.991654,566.7794200000002,60k-100k,2,2,4+
168,168,1,1,4003382,5,17031,1,1,9,1,135.83342969999998,115.58431000000002,0-35k,1,1,1
169,169,1,2,4003393,1,17043,3,4,4,2,290.6406161000001,332.705365,35k-60k,3,2,4+
170,170,1,1,4003433,3,17031,3,3,6,2,149.0200723,266.15877,60k-100k,3,2,3
171,171,1,2,4003460,5,17031,2,2,7,2,97.43845632,28.00882,100k+,2,2,2
172,172,1,2,4003468,3,17097,2,4,7,2,272.3857873,133.932275,100k+,2,2,4+
173,173,1,2,4003494,2,17031,1,3,7,2,121.6532768,123.82885,100k+,1,2,3
174,174,1,1,4003500,2,17097,1,1,2,0,146.5048544,231.79551,0-35k,1,0,1
175,175,1,2,4003504,3,17031,1,2,4,2,172.43318630000005,87.55525,35k-60k,1,2,2
176,176,1,2,4003506,3,17031,1,2,3,0,202.1429177,99.32844,35k-60k,1,0,2
177,177,1,1,4003516,2,17031,2,3,1,1,1169.490562,573.66337,0-35k,2,1,3
178,178,1,1,4003523,2,17097,4,2,7,1,174.0951091,57.63299,100k+,4+,1,2
179,179,1,1,4003539,3,17197,0,2,1,0,1287.005433,455.6965,0-35k,0,0,2
180,180,1,1,4003541,1,17043,2,2,7,2,202.4996827,142.28895,100k+,2,2,2
181,181,1,2,4003542,1,17031,2,4,1,1,375.0230565,331.16038,0-35k,2,1,4+
182,182,1,2,4003549,2,17031,1,6,3,3,1419.05503,464.083515,35k-60k,1,3+,4+
183,183,1,1,4003579,1,17031,1,1,3,0,172.52229309999996,169.2655,35k-60k,1,0,1
184,184,1,1,4003592,3,17031,1,2,7,2,138.4169332,111.87426,100k+,1,2,2
185,185,1,1,4003595,2,17031,2,4,6,2,128.3030823,212.41539,60k-100k,2,2,4+
186,186,1,1,4003645,1,17031,1,1,2,0,209.035487,139.98264,0-35k,1,0,1
187,187,1,2,4003646,3,17111,2,2,9,2,236.1805419,43.5486,0-35k,2,2,2
188,188,1,2,4003663,5,17031,0,1,2,1,221.6121615,145.458475,0-35k,0,1,1
189,189,1,2,4003688,4,17031,0,1,1,0,269.0589839,69.99132,0-35k,0,0,1
190,190,1,2,4003735,4,17031,2,4,7,2,163.8455245,88.5222,100k+,2,2,4+
191,191,1,2,4003748,7,17031,0,1,1,1,141.6702146,96.82798,0-35k,0,1,1
192,192,1,1,4003750,4,17031,2,2,6,1,180.87266090000003,69.32975,60k-100k,2,1,2
193,193,1,1,4003762,1,17031,2,2,5,2,417.1952154,2174.30845,60k-100k,2,2,2
194,194,1,2,4003816,4,17043,1,2,2,2,669.2681454,1450.602335,0-35k,1,2,2
195,195,1,2,4003826,4,17097,2,2,9,0,112.3058882,58.72231,0-35k,2,0,2
196,196,1,2,4003853,3,17031,2,1,5,1,135.83342969999998,36.31773,60k-100k,2,1,1
197,197,1,1,4003872,4,17031,1,1,4,1,135.83342969999998,115.58431000000002,35k-60k,1,1,1
198,198,1,1,4003898,2,17031,0,1,1,0,109.9440216,346.00655,0-35k,0,0,1
199,199,1,1,4003928,2,17031,1,1,5,1,380.5563817,594.77344,60k-100k,1,1,1
200,200,1,2,4003938,3,17197,1,1,4,0,640.8043232999999,79.18509,35k-60k,1,0,1
201,201,1,2,4003943,1,17089,5,3,7,2,298.1969086000001,164.66001,100k+,4+,2,3
202,202,1,1,4003956,4,17031,1,1,7,1,439.622804,70.61971,100k+,1,1,1
203,203,1,2,4004007,5,17031,1,2,7,1,127.0155313,29.09032,100k+,1,1,2
204,204,1,2,4004044,3,17031,2,2,2,2,109.4772785,94.38595,0-35k,2,2,2
205,205,1,1,4004109,2,17043,1,2,1,0,245.3267676,245.53936,0-35k,1,0,2
206,206,1,2,4004128,4,17031,2,5,6,2,143.7824972,273.924365,60k-100k,2,2,4+
207,207,1,1,4004136,1,17089,1,2,2,0,175.1060387,175.58952,0-35k,1,0,2
208,208,1,2,4004206,5,17031,4,2,7,2,305.8297445,59.79303,100k+,4+,2,2
209,209,1,2,4004243,7,17031,1,2,3,2,44.03375496,73.90711999999998,35k-60k,1,2,2
210,210,1,2,4004295,5,17031,2,2,7,2,97.43845632,28.00882,100k+,2,2,2
211,211,1,2,4004327,1,17031,3,3,7,2,257.639118,118.54428,100k+,3,2,3
212,212,1,1,4004361,1,17031,1,1,4,1,99.68337677,98.00358,35k-60k,1,1,1
213,213,1,1,4004381,3,17111,2,3,7,1,1169.465257,144.23379,100k+,2,1,3
214,214,1,2,4004411,1,17043,1,1,4,0,251.2491244,67.054215,35k-60k,1,0,1
215,215,1,2,4004413,5,17031,1,2,3,0,150.51524840000005,72.992775,35k-60k,1,0,2
216,216,1,2,4004441,2,17031,2,4,7,2,159.7824231,103.26026,100k+,2,2,4+
217,217,1,1,4004443,3,17031,1,1,5,1,135.83342969999998,88.06291999999998,60k-100k,1,1,1
218,218,1,1,4004447,3,17093,2,2,6,2,136.42007230000002,106.28658,60k-100k,2,2,2
219,219,1,2,4004451,2,17089,2,4,5,2,304.9472486,292.47814,60k-100k,2,2,4+
220,220,1,2,4004497,1,17031,2,5,4,1,444.8091254,341.046485,35k-60k,2,1,4+
221,221,1,2,4004505,3,17111,2,3,1,2,128.6689494,784.67512,0-35k,2,2,3
222,222,1,1,4004515,2,17031,1,3,7,1,151.60405980000004,126.51225,100k+,1,1,3
223,223,1,1,4004517,4,17031,1,1,5,1,138.5585921,68.56496,60k-100k,1,1,1
224,224,1,1,4004532,1,17031,1,1,3,1,135.83342969999998,184.64464,35k-60k,1,1,1
225,225,1,2,4004565,1,17043,1,1,1,0,251.2491244,112.781415,0-35k,1,0,1
226,226,1,2,4004595,3,17031,1,3,3,2,150.48414230000003,159.23016,35k-60k,1,2,3
227,227,1,1,4004607,1,17031,1,1,6,1,116.7729241,88.06291999999998,60k-100k,1,1,1
228,228,1,1,4004614,5,17031,2,6,2,1,1416.069164,1249.93332,0-35k,2,1,4+
229,229,1,2,4004667,1,17097,2,2,7,2,115.4136032,46.264495,100k+,2,2,2
230,230,1,1,4004679,2,17197,1,1,3,0,187.2837415,169.2655,35k-60k,1,0,1
231,231,1,2,4004688,1,17043,1,1,6,1,257.3951802,59.973175,60k-100k,1,1,1
232,232,1,2,4004729,3,17031,2,3,3,2,192.13124230000003,222.841795,35k-60k,2,2,3
233,233,1,1,4004756,3,17097,4,5,7,3,189.9920286,366.5409,100k+,4+,3+,4+
234,234,1,2,4004797,7,17043,3,3,7,3,291.6930720000001,164.66001,100k+,3,3+,3
235,235,1,2,4004815,2,17097,2,2,1,2,175.212984,130.39427,0-35k,2,2,2
236,236,1,1,4004860,1,17043,2,2,7,2,202.4996827,94.183,100k+,2,2,2
237,237,1,2,4004871,2,17197,1,1,3,1,665.1783911,1254.21468,35k-60k,1,1,1
238,238,1,2,4004872,2,17031,1,2,7,2,360.3170488,177.61736499999995,100k+,1,2,2
239,239,1,1,4004900,2,17031,1,2,2,2,138.4169332,293.61495,0-35k,1,2,2
240,240,1,1,4004903,5,17031,0,1,4,1,209.6177517,83.74101999999998,35k-60k,0,1,1
241,241,1,2,4004909,4,17089,4,5,3,4,140.2908253,522.31306,35k-60k,4+,3+,4+
242,242,1,2,4004918,2,17097,2,3,7,2,200.1707384,108.98584,100k+,2,2,3
243,243,1,1,4004981,1,17111,1,1,3,1,292.6723257,186.09835,35k-60k,1,1,1
244,244,1,2,4004992,3,17097,3,3,7,2,119.0186645,72.116895,100k+,3,2,3
245,245,1,2,4005073,5,17089,1,1,4,1,242.0904284,92.32232,35k-60k,1,1,1
246,246,1,2,4005103,4,17031,1,1,5,1,162.85480669999995,34.28248,60k-100k,1,1,1
247,247,1,2,4005171,3,17031,2,4,4,1,1040.984778,182.5687,35k-60k,2,1,4+
248,248,1,2,4005301,3,17031,0,3,1,2,302.8307005,372.505145,0-35k,0,2,3
249,249,1,2,4005317,2,17031,1,1,7,1,138.5585921,18.61788,100k+,1,1,1
250,250,1,2,4005493,4,17097,2,2,9,2,54.76819842,36.28026,0-35k,2,2,2
251,251,1,1,4005590,2,17031,1,2,3,1,231.699947,87.38055,35k-60k,1,1,2
252,252,1,2,4005607,4,17031,0,1,3,0,269.0589839,41.87051,35k-60k,0,0,1
253,253,1,2,4005677,2,17031,1,2,4,1,211.3067386,58.729375,35k-60k,1,1,2
254,254,1,1,4005780,2,17031,1,1,6,1,380.5563817,594.77344,60k-100k,1,1,1
255,255,1,2,4005807,2,17043,1,3,6,1,376.614725,141.040225,60k-100k,1,1,3
256,256,1,1,4005869,2,17031,1,1,6,1,380.5563817,594.77344,60k-100k,1,1,1
257,257,1,2,4006076,1,17031,2,4,7,2,471.6798803,164.37088,100k+,2,2,4+
258,258,1,2,4006166,3,17043,1,2,4,2,202.2701684,140.40479,35k-60k,1,2,2
259,259,1,2,4006253,1,17031,0,1,2,1,1449.856969,145.458475,0-35k,0,1,1
260,260,1,2,4006316,3,17031,0,1,9,1,221.6121615,145.458475,0-35k,0,1,1
261,261,1,2,4006323,3,17031,1,4,9,2,355.0834754,362.97805,0-35k,1,2,4+
262,262,1,2,4006348,2,17043,2,4,3,1,1616.4124869999996,371.409925,35k-60k,2,1,4+
263,263,1,1,4006360,2,17031,0,1,7,1,389.10256989999993,327.07759,100k+,0,1,1
264,264,1,2,4006512,2,17031,2,3,6,2,306.4993249,190.56542,60k-100k,2,2,3
265,265,1,2,4006548,4,17111,2,2,5,2,236.1805419,76.46882,60k-100k,2,2,2
266,266,1,1,4006564,4,17197,2,2,5,2,172.9952986,212.09422,60k-100k,2,2,2
267,267,1,1,4006619,5,17031,1,1,3,0,226.2207488,113.58659,35k-60k,1,0,1
268,268,1,1,4006635,3,17031,1,3,6,2,1103.536704,224.09737,60k-100k,1,2,3
269,269,1,1,4006670,4,17031,1,1,2,0,209.035487,139.98264,0-35k,1,0,1
270,270,1,2,4006771,2,17031,1,1,4,1,138.5585921,64.055125,35k-60k,1,1,1
271,271,1,2,4007093,2,17031,3,3,6,3,192.1847057,182.45694,60k-100k,3,3+,3
272,272,1,2,4007126,4,17031,1,1,3,1,134.6890908,64.055125,35k-60k,1,1,1
273,273,1,2,4007163,4,17111,2,3,5,1,370.8102634,126.63318999999998,60k-100k,2,1,3
274,274,1,1,4007239,5,17031,1,1,4,1,138.5585921,149.19651000000005,35k-60k,1,1,1
275,275,1,2,4007298,3,17097,3,3,9,2,200.1707384,108.98584,0-35k,3,2,3
276,276,1,1,4007314,4,17031,0,1,1,0,234.1666164,189.87281,0-35k,0,0,1
277,277,1,1,4007324,2,17031,2,4,7,2,352.3699275,393.14545,100k+,2,2,4+
278,278,1,2,4007367,4,17089,2,3,7,2,379.4757564,164.66001,100k+,2,2,3
279,279,1,2,4025980,3,17197,2,2,7,2,401.4649826,47.0915,100k+,2,2,2
280,280,1,2,4025984,7,17031,0,1,2,1,101.1020857,134.52012,0-35k,0,1,1
281,281,1,2,4026025,1,17197,2,4,7,2,320.3529041000001,196.572725,100k+,2,2,4+
282,282,1,2,4026070,4,17043,1,1,9,1,121.9279256,67.054215,0-35k,1,1,1
283,283,1,2,4026080,4,17031,2,3,7,1,151.04441469999998,61.80483,100k+,2,1,3
284,284,1,1,4026094,5,17031,1,1,5,1,135.83342969999998,72.63546,60k-100k,1,1,1
285,285,1,2,4026106,5,17089,1,1,1,0,221.8390478,108.90024,0-35k,1,0,1
286,286,1,1,4026123,4,17031,0,1,2,1,1414.010766,1964.84181,0-35k,0,1,1
287,287,1,2,4026228,2,17043,2,2,3,2,202.4996827,140.40479,35k-60k,2,2,2
288,288,1,1,4026276,4,17031,1,1,4,0,209.035487,83.74101999999998,35k-60k,1,0,1
