Autos,1,2,3,4+,Total
0,5.872708582083199,1.7684085242827587,0.6706301609245972,1.1088250416933618,9.420572308983969
1,15.798701208371643,7.887860524749677,3.2223219883763066,4.836883562791253,31.745767284289254
2,3.343848057248169,16.842339787684143,6.591174676419752,14.515562191528675,41.292924712880165
3,0.2376832419624204,2.4142201045453593,4.509205022001988,5.853923575663313,13.015031944173213
4+,0.11483332306268623,0.6114785988957404,1.0597423046611603,2.7396495230537883,4.525703749673409
Total,25.36777441272803,29.52430754015765,16.053074152383765,29.05484389473056,100.0
